#{"t_start": 1721926561.968673, "env_id": "None"}
r,d_r,l,t
-5856.013433,-6168.70486,8000,14551.020586
-5244.794297,-6454.593788,8000,14693.828933
-6030.969633,-3311.008169,8000,14848.269423
2642.424173,2640.233981,8000,14991.349577
-230.857457,-679.06228,3412,15105.748703
-4396.138326,267.25883,8000,15257.297593
896.095403,-9118.248297,8000,15411.400206
950.453622,-5568.224754,8000,15566.259257
-4536.540299,2678.303777,8000,15711.555583
-4814.0444,2519.640196,8000,15865.631639
-707.290987,607.448026,1680,15879.938139
-2353.311346,1166.872886,3431,15993.07005
-2537.020623,-5537.164809,8000,16145.376015
-5254.164253,-6441.22675,8000,16282.887837
-681.308932,524.806431,1404,16295.835066
-2272.713873,-6318.320643,8000,16438.260421
-172.382889,703.194469,1835,16454.255813
2749.829575,2678.996775,8000,16608.288188
-501.517513,-113.237667,1104,16616.048584
-3039.894199,-5359.777186,6939,16752.191385
-2404.049304,2638.340154,8000,16900.846444
2621.631309,2638.257917,8000,17046.455295
-5617.423952,2440.625954,7333,17192.766828
2529.952658,2597.784315,8000,17296.716924
2712.317785,2671.41246,8000,17437.057971
-2539.523424,-846.540481,8000,17577.021009
2627.58917,2464.136007,8000,17732.92205
1594.006441,-5228.765071,8000,17886.883775
-5718.239482,2645.211495,8000,18042.429684
2675.213132,-4745.10994,8000,18198.296625
-3994.574499,2673.974672,8000,18342.120441
-1610.039399,2503.347252,8000,18491.118098
2692.351832,-4210.163074,8000,18632.095081
2775.286888,2700.984112,8000,18788.362102
2392.2993,-11167.260882,8000,18928.481374
-6047.547948,-11454.290835,8000,19083.447667
2322.384928,-2895.734314,8000,19239.104681
-4263.121812,2643.648821,8000,19374.834521
-5811.014004,2669.476872,8000,19530.37946
118.362841,163.308625,384,19532.940349
2701.76398,2453.517883,8000,19674.787358
-4927.960787,2723.664615,8000,19831.521522
-3522.249942,1961.944303,6365,19940.592023
-6504.970868,-2943.931037,8000,20080.668961
-6002.328425,-2294.402493,8000,20233.02305
2710.336363,-6212.936746,8000,20374.071437
1015.840001,954.209223,3175,20400.839501
-4797.856164,2654.368848,8000,20554.739105
-3402.921995,-5578.197343,6993,20695.957989
2836.701315,2105.442864,8000,20849.809791
2678.965541,-2550.352605,8000,21004.17969
2528.047671,2297.260255,8000,21157.932804
1992.390529,-7235.729598,8000,21304.108253
2413.699923,-2452.51534,8000,21446.036302
2561.30753,-6262.239771,8000,21585.206693
799.971511,-11607.39548,8000,21707.689661
2750.447126,2628.411621,8000,21836.336689
2685.60066,-4758.857097,8000,21990.84482
-3255.283352,2316.155617,8000,22146.335892
-4178.794099,1893.487347,6403,22283.0776
2641.769451,-15166.803855,8000,22412.952821
-2897.597799,-12394.183903,8000,22566.119878
2345.217814,-4820.737251,8000,22709.655596
2682.68055,2509.216086,8000,22850.476305
-3387.859357,1691.762148,4730,22887.046905
-4912.982567,-3086.003859,8000,23040.463416
-6002.96914,2671.898874,8000,23195.178112
2718.665907,924.552886,8000,23349.657046
2579.88599,-5807.82167,8000,23504.388612
-2987.514929,-4477.07774,8000,23658.164997
2453.950159,-5997.998618,8000,23815.563769
2319.058155,2014.058811,8000,23968.925784
1281.936869,-2394.782546,7926,24127.71048
2470.337972,-5394.966771,8000,24285.213519
-2885.86286,2709.412765,8000,24439.301592
2540.910402,-335.259671,8000,24597.186256
2190.813757,-3508.485982,8000,24756.73345
1484.842453,2400.717184,7026,24885.320009
-6089.19017,2593.391785,8000,25042.432117
-1226.914482,-0.802243,4723,25170.283029
-923.826466,1127.350299,3221,25196.128079
-5527.900411,2692.846694,8000,25354.59095
-1797.814013,-14636.187738,8000,25481.671532
2504.355686,2371.05498,8000,25620.266932
2385.316559,-3496.993273,8000,25774.313329
-1454.424143,-1581.526818,3564,25883.936893
2681.26795,-11309.486891,8000,26006.786387
-6000.581866,-2775.517633,8000,26156.884823
-2402.080369,2518.266867,8000,26302.30642
2580.103754,-5628.216341,8000,26445.826044
2645.044119,2545.844248,8000,26599.930675
-1561.837646,-5386.131739,8000,26751.389341
-128.731744,538.503717,1706,26765.530234
2622.128566,2072.946859,8000,26916.012585
1973.819986,2668.491142,8000,27069.619708
2670.097228,2700.464595,8000,27223.367025
-1954.505188,2005.846663,6198,27363.980322
2642.008745,2606.405582,8000,27501.297975
-1450.870051,-5943.578129,8000,27657.660308
-4985.296825,1269.219438,8000,27813.220752
2592.303176,-345.43467,8000,27953.203254
-4288.983737,2611.991808,8000,28093.443282
1556.017878,2766.237524,8000,28245.094232
-5513.465068,2391.206778,8000,28398.067953
2577.048698,923.034664,8000,28555.787019
28.691594,183.777152,372,28558.289289
-2625.668472,1955.854428,8000,28714.376269
136.474917,560.426541,1536,28727.737447
2593.496423,-5280.166509,8000,28857.435202
1086.32008,-2007.589418,8000,29011.401466
50.063546,166.528782,369,29013.892041
2602.172201,2598.57832,8000,29168.412026
2585.350195,2624.72948,8000,29323.607086
-635.660754,-1140.673822,1938,29341.24712
2217.815636,-1954.808406,8000,29498.707213
-624.426128,2180.629664,6368,29642.668473
2478.633098,-4462.015797,8000,29802.195395
-804.420772,1545.703164,4596,29924.272272
-5095.857664,2656.77162,8000,30079.528855
2520.901818,2714.900938,8000,30217.518927
-4241.131267,-11226.915268,8000,30370.687796
-5168.372218,-5115.692478,8000,30524.101716
-2768.405176,-3855.451951,8000,30679.928634
-6611.163965,-4612.859628,8000,30832.569404
28.736187,2665.405956,8000,30985.569472
-1856.916568,2688.868038,8000,31136.559514
1794.996003,-6073.18366,8000,31292.52598
2073.740823,-11430.294863,8000,31448.753269
2436.752922,-2358.432101,8000,31588.071194
-4859.671724,-5588.931918,8000,31739.347516
2625.635758,2647.245169,8000,31895.739256
-1335.364122,-3857.88064,5875,31946.654026
2601.191169,-3575.783162,8000,32084.105206
-5781.474333,-13197.494336,8000,32237.976843
-6038.729523,2204.310083,8000,32388.834628
-2002.51063,894.977683,8000,32531.261318
-116.272719,204.596281,627,32535.42001
-3581.548216,-5463.646952,8000,32689.556683
2762.039307,-5991.536564,8000,32823.965719
-4586.577688,223.876299,8000,32972.369195
1878.341755,2438.481843,8000,33114.446685
314.385455,379.218931,1205,33125.25112
2443.767276,-8448.673877,8000,33277.383746
-2744.240229,2434.489307,8000,33409.218225
2478.96066,2578.865422,8000,33563.65453
58.448468,153.230285,314,33655.612801
2629.719728,-1862.710949,8000,33792.859406
-473.584244,-1722.877272,5600,33840.878341
-6487.306742,2654.393215,8000,33992.853647
-4571.246596,2596.48296,8000,34144.169603
111.310923,-12509.139201,8000,34295.82506
-863.627202,-16.995029,4705,34421.853295
-6456.574903,-6061.069486,8000,34574.462462
147.867014,92.818826,501,34578.004963
-3089.346887,2639.03482,8000,34731.779711
-5610.626661,2524.190059,7468,34881.81507
1137.295674,-3020.111254,6529,34999.830369
-1921.303795,2620.84114,8000,35155.007672
-2387.214677,1517.343093,4189,35190.131627
2682.269562,1708.821826,8000,35335.877119
2644.395862,2158.221806,8000,35492.068339
2474.804651,946.465032,8000,35648.429565
-5798.797483,-1501.251732,8000,35803.756965
1288.496634,-1200.638427,8000,35956.708497
1347.049676,2678.177084,8000,36107.922372
2621.520998,-3914.630037,8000,36262.991538
1209.958011,-2183.071248,5205,36395.029073
-727.174344,-4568.962752,8000,36535.185109
-5481.019974,-54.388769,8000,36685.87922
-3085.749057,-775.909266,4851,36724.487062
-4533.676541,2272.030901,8000,36863.661433
2666.569831,2820.243475,8000,37018.226699
2338.710731,-7583.028208,8000,37157.60816
2675.688734,-9631.979892,8000,37315.292579
103.377042,-2.190616,1623,37420.180368
2706.244863,2304.334862,8000,37560.777886
958.831054,-5066.841398,8000,37718.575034
1904.838551,-6108.268202,8000,37863.832939
372.744035,1782.873608,5533,37910.713243
2669.616035,-2490.825231,8000,38064.048463
-27.688484,1336.705513,4926,38194.375784
2661.325268,1406.038114,8000,38353.060608
-980.337817,925.084295,2745,38377.483068
-2820.584672,-2852.20166,5317,38502.594762
2657.987467,-839.201478,8000,38643.342426
-8.01473,-4922.798491,7946,38782.545535
2690.902336,-1292.478288,8000,38927.554192
2662.534701,2571.899736,8000,39076.630149
2615.872861,-3246.872689,8000,39231.256927
-279.615759,-5945.925598,8000,39387.139484
-4604.477716,-5971.72427,8000,39541.00345
1669.488714,893.416353,8000,39697.4937
2486.931454,2484.443156,8000,39852.065524
-1367.537198,454.939327,1815,39867.087726
2764.941375,2715.087006,8000,40021.819558
2113.538128,2659.118602,8000,40171.31807
2607.377013,-4163.592196,8000,40311.168024
-4243.521133,467.922543,8000,40452.091465
-222.661375,681.023304,1758,40466.290632
2615.454186,-8260.775334,8000,40620.049309
2638.106037,-611.3015,8000,40765.969019
353.379077,18.494979,2017,40872.033763
-5372.205132,-2152.98,8000,40995.476851
-198.922035,2325.487587,8000,41148.338858
-4297.419534,2619.298446,8000,41301.479996
2077.69301,2577.998018,8000,41447.926931
2699.286099,2364.314095,8000,41585.351677
2659.073873,-4279.824051,8000,41740.494017
2698.613707,2012.975054,8000,41893.92442
2512.610453,-5280.468265,8000,42039.931471
2492.972823,-5566.14669,8000,42194.435748
-1629.212785,-4260.970334,8000,42341.940903
413.952897,2343.062397,8000,42495.77239
-6123.508138,2600.742951,8000,42637.594035
297.656781,895.360039,2629,42660.246174
-5116.0526,2136.315682,8000,42810.517953
1113.084777,1276.144375,3807,42841.475715
2796.517693,448.617271,8000,42990.758131
-5378.584826,-5050.088017,8000,43139.479131
-1313.91233,1385.626569,4816,43266.03568
2469.928859,-8392.661078,8000,43417.815443
-6352.927569,-2844.936401,8000,43570.321075
-3891.78836,2462.349768,8000,43723.130787
-5182.489591,-4797.428258,8000,43874.569922
-533.367588,491.203413,1899,43890.219392
454.424446,2484.260879,8000,44037.497876
2636.555394,2554.626204,8000,44188.165677
1864.277153,-1590.346226,8000,44318.547038
2660.800669,2557.853507,8000,44471.756517
-2624.331447,-6331.155468,8000,44601.998841
2681.64928,2705.387835,8000,44723.903966
-374.815834,462.157556,1311,44734.647588
2606.650076,-5177.849198,8000,44864.78729
135.621926,-3595.551585,5024,44980.456066
-2.806193,-7795.892431,4622,45084.466718
2617.605968,-5075.700611,8000,45208.457446
-163.21522,-5566.224595,8000,45335.250449
1895.720813,2702.814552,8000,45464.950029
884.19289,2493.891984,8000,45604.432463
2597.573595,-5908.461963,8000,45742.295818
-4050.548172,353.38224,8000,45872.972632
-5620.587026,-9813.721975,6964,45990.567478
-4693.724785,-4998.651709,8000,46123.92447
2317.214748,-13816.130328,8000,46263.443521
-6251.730814,-1717.905686,8000,46391.270234
