#{"t_start": 1721923930.52079, "env_id": "None"}
r,d_r,l,t
-2951.589422,0.0,8000,66.712321
5384.107815,0.0,8000,216.471981
-10861.399456,0.0,8000,372.619797
-11594.215346,0.0,8000,532.184457
5583.230788,0.0,8000,689.48689
-11206.265391,0.0,8000,844.669833
5643.159417,0.0,8000,1001.589109
-10784.321852,0.0,8000,1161.656799
-9790.463907,0.0,8000,1316.833541
-10192.436085,0.0,8000,1468.937588
5659.524252,0.0,8000,1622.610376
4787.810339,0.0,8000,1784.177792
-18192.084341,0.0,8000,1940.397311
-659.46837,0.0,8000,2097.864388
-1804.33165,0.0,8000,2258.28505
4823.740773,0.0,8000,2416.711066
-3251.863966,0.0,8000,2571.36869
5476.979746,0.0,8000,2724.983637
-3069.896778,0.0,8000,2876.867561
-2189.966786,0.0,8000,3030.368285
-2775.786744,0.0,8000,3183.595058
-3390.777446,0.0,8000,3336.476701
-9975.428172,0.0,8000,3494.723792
-10066.429279,0.0,8000,3649.484308
-11534.093618,0.0,8000,3792.13934
-2488.558302,0.0,8000,3947.173938
5617.911061,0.0,8000,4086.885391
-10777.788364,0.0,8000,4224.681581
-2740.173761,0.0,8000,4380.139216
2536.230597,0.0,8000,4524.756743
-12057.730135,0.0,8000,4680.502216
-9580.434277,0.0,8000,4830.993402
4839.212838,0.0,8000,4986.579911
-3226.682957,0.0,8000,5144.22839
-2343.5678,0.0,8000,5300.260062
-2783.18595,0.0,8000,5452.991455
-3568.516938,0.0,8000,5597.430801
-3184.799089,0.0,8000,5756.835117
-11994.435026,0.0,8000,5914.631285
-1729.127378,0.0,8000,6071.161091
5151.211874,0.0,8000,6228.163167
5282.707067,0.0,8000,6385.910494
-2159.335504,0.0,8000,6539.442934
-11797.283819,0.0,8000,6697.464802
-3924.586266,0.0,8000,6853.253901
-2644.344892,0.0,8000,6997.535719
-15590.196698,0.0,8000,7150.978886
-9607.425967,0.0,8000,7307.326658
-7443.480057,0.0,8000,7461.44007
-11638.596442,0.0,8000,7619.320281
-1799.315665,0.0,8000,7771.433465
-19267.408588,0.0,8000,7924.031752
5305.212659,0.0,8000,8076.506732
-2178.967293,0.0,8000,8228.419528
5231.763826,0.0,8000,8382.329899
-2761.647551,0.0,8000,8540.359371
-2547.405208,0.0,8000,8698.355665
-10840.134868,0.0,8000,8849.714976
-11336.672928,0.0,8000,9003.380908
-2520.436464,0.0,8000,9156.638169
-2295.129309,0.0,8000,9307.085194
5541.787862,0.0,8000,9458.689618
-2746.755215,0.0,8000,9609.901913
893.258399,0.0,8000,9758.834435
-3443.578233,0.0,8000,9912.550948
-3389.207766,0.0,8000,10066.124792
-11319.152726,0.0,8000,10210.754997
-6548.437068,0.0,8000,10362.839564
-9834.743081,0.0,8000,10506.836206
5042.589804,0.0,8000,10659.001851
-3266.666294,0.0,8000,10811.00197
-11438.678104,0.0,8000,10964.840338
-10040.341955,0.0,8000,11118.7716
-2124.047176,0.0,8000,11255.613708
5331.876372,0.0,8000,11407.678465
-2282.118362,0.0,8000,11560.139763
-2380.865011,0.0,8000,11714.158872
-2702.868914,0.0,8000,11867.083904
5397.277351,0.0,8000,12019.993729
-2736.04596,0.0,8000,12171.530485
5608.82155,0.0,8000,12324.535872
-11543.094501,0.0,8000,12477.845352
5466.271742,0.0,8000,12630.979543
-3098.228816,0.0,8000,12784.560422
162.382818,0.0,565,12874.025991
-1891.519816,0.0,8000,13026.013349
-2832.258984,0.0,8000,13176.52973
-2941.397546,0.0,8000,13327.578509
-2415.284733,0.0,8000,13480.210947
5493.987489,0.0,8000,13628.516171
-4396.753677,0.0,8000,13778.411656
-3250.118045,0.0,8000,13928.778266
-3668.539903,0.0,8000,14082.817481
-18579.577211,0.0,8000,14236.219917
5626.414339,0.0,8000,14387.794964
-3817.7884,0.0,8000,14539.900506
-10133.136638,0.0,8000,14692.999028
-3444.195325,0.0,8000,14846.261683
-10127.574007,0.0,8000,14999.461931
5548.855529,0.0,8000,15151.975491
-2976.624257,0.0,8000,15307.50584
-3506.858014,0.0,8000,15463.362098
5448.665398,0.0,8000,15615.671559
5633.297043,0.0,8000,15769.728897
-2777.06491,0.0,8000,15924.120526
-7257.599777,0.0,8000,16077.944475
-12025.656836,0.0,8000,16216.61308
-2983.099373,0.0,8000,16372.458289
-17744.811434,0.0,8000,16529.89337
-2216.584863,0.0,8000,16684.066525
-2408.855005,0.0,8000,16834.989882
5474.68522,0.0,8000,16990.335683
3397.486293,0.0,8000,17143.915535
-2320.177082,0.0,8000,17295.098873
5455.603407,0.0,8000,17448.81184
-19217.516278,0.0,8000,17602.522154
-10752.463444,0.0,8000,17754.160152
-2757.027055,0.0,8000,17906.928726
-6384.52343,0.0,8000,18059.202215
-3542.790998,0.0,8000,18211.964895
3106.487484,0.0,8000,18363.81348
-3642.432691,0.0,8000,18514.602505
1372.280214,0.0,8000,18668.276101
5544.890944,0.0,8000,18822.30962
-4047.552659,0.0,8000,18961.486414
-2342.191326,0.0,8000,19114.45706
-2674.241376,0.0,8000,19265.427575
-3038.119883,0.0,8000,19416.011868
-3151.824817,0.0,8000,19567.934124
-3162.973013,0.0,8000,19719.033836
4329.187996,0.0,8000,19871.13087
5326.061212,0.0,8000,20020.418184
5526.676203,0.0,8000,20173.462136
5666.347317,0.0,8000,20327.465114
-2987.423237,0.0,8000,20482.41345
5456.128998,0.0,8000,20636.089672
787.274669,0.0,8000,20792.926628
-11236.196838,0.0,8000,20949.443492
-11965.088004,0.0,8000,21094.803599
-10276.863383,0.0,8000,21250.472082
5316.877116,0.0,8000,21406.340209
5404.409814,0.0,8000,21561.729378
-3411.344615,0.0,8000,21714.279972
-3077.815693,0.0,8000,21869.598911
-18460.771931,0.0,8000,22023.166008
-9970.994514,0.0,8000,22163.891739
-2724.841165,0.0,8000,22318.066423
-9767.160683,0.0,8000,22473.211728
-3202.426489,0.0,8000,22625.804005
5432.417958,0.0,8000,22777.466454
5282.94021,0.0,8000,22930.496117
-12021.561905,0.0,8000,23080.920133
5312.118624,0.0,8000,23231.999664
-2380.707821,0.0,8000,23379.966252
2126.903951,0.0,8000,23530.465368
4868.04018,0.0,8000,23682.208291
-3471.181444,0.0,8000,23834.186034
-9788.504341,0.0,8000,23986.097813
5399.147391,0.0,8000,24137.84974
-6762.665027,0.0,7600,24286.301255
2482.241336,0.0,8000,24440.08028
4590.747013,0.0,8000,24593.278094
5441.871575,0.0,8000,24745.655855
-3477.555102,0.0,8000,24893.085824
-10012.582161,0.0,8000,25044.915113
-1560.969358,0.0,8000,25196.977345
5457.559913,0.0,8000,25350.904567
-8969.490819,0.0,8000,25503.065906
-11057.979345,0.0,8000,25654.898704
-1000.698825,0.0,8000,25808.059431
-2340.91455,0.0,8000,25961.276653
-9842.847163,0.0,8000,26114.605238
5393.959882,0.0,8000,26265.991082
-2039.325525,0.0,8000,26419.455848
-3654.430985,0.0,8000,26575.756634
-3536.34729,0.0,8000,26731.503097
-3215.830519,0.0,8000,26888.096581
-15649.100614,0.0,8000,27043.877115
5463.231839,0.0,8000,27199.022461
-9332.627146,0.0,8000,27355.327057
-2585.850818,0.0,8000,27509.305683
-1704.898225,0.0,8000,27664.340837
-2411.649133,0.0,8000,27820.521722
-10478.607098,0.0,8000,27973.405499
-4453.90264,0.0,8000,28124.872474
-5338.012715,0.0,8000,28276.604855
-2387.191177,0.0,8000,28428.972225
5465.57397,0.0,8000,28581.096788
-1199.296576,0.0,8000,28728.532798
-11240.632135,0.0,8000,28879.001811
-13138.653334,0.0,8000,29029.01827
-2746.82529,0.0,8000,29181.056427
5349.38515,0.0,8000,29331.438256
5326.126143,0.0,8000,29481.15963
5383.58245,0.0,8000,29632.312082
5494.971985,0.0,8000,29784.253448
-12562.301174,0.0,8000,29936.429768
-2480.27918,0.0,8000,30087.732658
-8147.423928,0.0,8000,30242.907401
5613.642037,0.0,8000,30397.646909
-11736.472232,0.0,8000,30549.640214
-2266.755929,0.0,8000,30702.578853
-6482.342404,0.0,8000,30858.618502
-2854.340517,0.0,8000,31011.304447
-8882.26648,0.0,6325,31060.241505
3523.397847,0.0,8000,31215.665291
-11163.836539,0.0,8000,31367.296568
-2963.451491,0.0,8000,31522.329835
-10664.518292,0.0,8000,31663.383761
5130.74229,0.0,8000,31817.716208
-3569.649036,0.0,8000,31976.757142
-11121.630912,0.0,8000,32130.366821
-7467.018494,0.0,7665,32282.317853
-1902.681176,0.0,8000,32439.359426
-6787.077426,0.0,8000,32585.12993
-18587.171979,0.0,8000,32685.581533
-18456.331486,0.0,8000,32798.51491
-16435.483437,0.0,7899,32900.768686
-5406.202538,0.0,5635,32977.55629
-14697.513996,0.0,8000,33077.67286
-6959.365051,0.0,8000,33223.170833
-3025.433899,0.0,8000,33375.052024
-19466.508465,0.0,8000,33511.359093
-3544.457234,0.0,8000,33653.963113
-11236.030104,0.0,8000,33811.210418
-5678.303402,0.0,8000,33966.469114
-5187.010951,0.0,8000,34120.414305
-14521.857968,0.0,8000,34276.507599
-8357.41297,0.0,8000,34430.670973
-2430.943942,0.0,8000,34581.663706
-3282.043144,0.0,8000,34733.316853
5213.589822,0.0,8000,34886.602363
-10873.392519,0.0,8000,35038.613956
-3251.264024,0.0,8000,35191.559216
-2919.177835,0.0,8000,35341.653865
1173.558825,0.0,8000,35492.642578
5373.103504,0.0,8000,35642.793279
-1874.686188,0.0,8000,35794.097553
-8276.131613,0.0,8000,35943.985711
-11423.132215,0.0,8000,36089.376368
-13264.180972,0.0,8000,36240.702014
-1451.744563,0.0,8000,36391.381121
573.933171,0.0,8000,36541.838581
5330.876449,0.0,8000,36693.752062
-3049.06422,0.0,8000,36846.191674
-3666.492872,0.0,8000,36995.098595
-10107.389731,0.0,8000,37145.651406
-10852.454519,0.0,6420,37284.19912
-1557.669388,0.0,8000,37435.759538
-247.628842,0.0,8000,37587.54539
-10205.708458,0.0,8000,37740.43776
-2550.661372,0.0,8000,37892.612835
-1883.352613,0.0,8000,38044.31788
-1871.508753,0.0,8000,38196.609491
5586.982742,0.0,8000,38350.889335
-1215.189053,0.0,8000,38493.971165
-3140.747126,0.0,8000,38646.205754
2766.803974,0.0,8000,38798.251163
-20355.856726,0.0,8000,38946.64122
-6572.94772,0.0,8000,39097.55098
5572.905926,0.0,8000,39247.839432
-10332.393486,0.0,8000,39399.91705
