#{"t_start": 1721923930.52079, "env_id": "None"}
r,d_r,l,t
259.484565,0.0,8000,39554.546301
5703.042696,0.0,8000,39708.689714
5595.477791,0.0,8000,39864.352022
5712.384056,0.0,8000,40020.427874
5464.783009,0.0,8000,40176.941299
-2816.829206,0.0,8000,40332.822594
5651.818395,0.0,8000,40485.985949
5216.768939,0.0,8000,40642.424325
5630.23958,0.0,8000,40798.685593
5560.874197,0.0,8000,40955.21249
-13061.165994,0.0,8000,41111.084716
5626.420002,0.0,8000,41264.070341
-5773.047455,0.0,8000,41419.90996
5502.05905,0.0,8000,41575.178289
5688.445737,0.0,8000,41728.857067
-5146.655731,0.0,8000,41881.729198
-3041.390848,0.0,8000,42037.443395
-14238.181467,0.0,8000,42190.192614
5429.574294,0.0,8000,42344.848381
-4941.63726,0.0,8000,42498.000818
5641.512871,0.0,8000,42651.619047
-2725.051249,0.0,8000,42805.682463
5516.742932,0.0,8000,42956.999012
3094.729797,0.0,8000,43108.287918
-10696.260384,0.0,8000,43255.528347
-3282.354328,0.0,8000,43406.323903
-5712.638616,0.0,8000,43558.743014
-10198.783717,0.0,8000,43710.207393
5343.71585,0.0,8000,43858.396924
5402.433733,0.0,8000,44009.743407
3538.153798,0.0,8000,44161.995317
5539.14902,0.0,8000,44316.7278
-15824.155808,0.0,8000,44468.189826
5281.474035,0.0,8000,44619.54101
-5898.166461,0.0,8000,44771.827997
-2278.343241,0.0,8000,44924.844982
-1939.848655,0.0,8000,45077.092237
-2847.254615,0.0,8000,45229.78729
5482.628858,0.0,8000,45373.072243
-3408.756454,0.0,8000,45525.746701
3099.530837,0.0,8000,45664.09666
-4992.645987,0.0,8000,45815.952787
-9229.438267,0.0,8000,45966.562687
5464.064962,0.0,8000,46117.739326
-5420.492746,0.0,8000,46268.793607
5626.826695,0.0,8000,46419.643027
5440.918789,0.0,8000,46571.348856
-17481.882842,0.0,8000,46693.482516
-19210.370131,0.0,8000,46844.869113
5416.275794,0.0,8000,46992.336178
-10862.626881,0.0,8000,47144.436388
5338.752534,0.0,8000,47297.242091
