#{"t_start": 1721923930.6202502, "env_id": "None"}
r,d_r,l,t
-4142.357196,0.0,8000,66.699922
5558.27879,0.0,8000,216.459579
-3159.421262,0.0,8000,372.608785
-12478.673163,0.0,8000,532.17398
5600.817373,0.0,8000,689.474813
5591.966893,0.0,8000,844.657518
5504.61414,0.0,8000,1001.578438
-2471.653753,0.0,8000,1161.645644
-3146.180439,0.0,8000,1316.825963
5625.952577,0.0,8000,1468.927395
-11005.394682,0.0,8000,1622.556988
5546.594463,0.0,8000,1784.123756
-926.981104,0.0,8000,1940.343626
2988.928976,0.0,8000,2097.811069
5660.221219,0.0,8000,2258.231826
5167.200419,0.0,8000,2416.657258
-2363.703956,0.0,8000,2571.314558
4737.968006,0.0,8000,2724.930123
-13109.051698,0.0,8000,2876.814037
5561.638781,0.0,8000,3030.314841
-3179.854603,0.0,8000,3183.541699
-2937.753093,0.0,8000,3336.423862
5533.666552,0.0,8000,3494.67065
5416.635559,0.0,8000,3649.432017
-3275.858241,0.0,8000,3792.085619
5422.141696,0.0,8000,3947.120335
5585.656735,0.0,8000,4086.832162
-2475.627907,0.0,8000,4224.629045
-3096.43861,0.0,8000,4380.086332
-2734.402266,0.0,8000,4524.703827
-2737.010549,0.0,8000,4680.45051
-2592.345032,0.0,8000,4830.940262
5494.048034,0.0,8000,4986.527145
5298.300452,0.0,8000,5144.175225
5507.912475,0.0,8000,5300.207066
-1969.852087,0.0,8000,5452.938255
1050.735016,0.0,8000,5597.377951
5369.340557,0.0,8000,5756.78236
-3195.492936,0.0,8000,5914.578335
-19002.629813,0.0,8000,6071.108069
-11128.858985,0.0,8000,6228.110344
-2362.653364,0.0,8000,6385.857241
-3096.009584,0.0,8000,6539.389926
-9328.420676,0.0,8000,6697.411799
4281.112177,0.0,8000,6853.200731
-11492.785156,0.0,8000,6997.482498
-766.96657,0.0,8000,7150.925822
5456.98169,0.0,8000,7307.273363
-9585.441033,0.0,8000,7461.386417
-2857.65354,0.0,8000,7619.266851
-3032.419071,0.0,8000,7771.3802
-2400.093302,0.0,8000,7923.978186
-3231.543552,0.0,8000,8076.454418
