#{"t_start": 1721926644.0933099, "env_id": "None"}
r,d_r,l,t
2704.73614,2635.80326,8000,43273.368037
-4493.636911,-2206.489248,8000,43412.36237
-5731.505396,2752.007691,8000,43566.524482
-5796.602915,-4586.951637,8000,43719.314013
-4341.809997,-12899.841516,8000,43864.922593
-5167.043302,2702.102254,8000,44018.299848
2808.192202,2739.565798,8000,44171.705074
-4852.093106,-13733.870059,8000,44324.99364
-5831.626669,2803.308236,8000,44459.923453
2820.85447,-5343.889674,8000,44613.806555
2788.574582,-5688.564497,8000,44756.235608
-945.710464,2820.170407,8000,44900.603131
-5654.193206,-5197.11742,8000,45044.587628
-6142.557,-5133.36757,8000,45188.786125
-5361.458351,2807.627563,8000,45331.184562
2299.289379,2496.71692,8000,45470.780442
-5671.955291,-3043.003515,8000,45613.615169
2745.508755,2839.985884,8000,45757.039678
2826.128772,2844.846903,8000,45899.901715
-393.186945,304.829519,777,45906.888593
2758.980685,2786.065064,8000,46051.873453
-5821.592272,2647.969871,8000,46195.473185
2848.417763,2859.313227,8000,46330.205929
-4855.973551,-4771.885883,6120,46430.920574
